preco,area_m2,quartos,banheiros,vagas,distrito
326000,70,2,2,1,Vila Matilde
189000,37,3,2,1,Vila Matilde
230000,45,2,2,1,Vila Matilde
260000,50,2,2,1,Vila Matilde
322000,61,3,2,1,Vila Matilde
540000,69,3,2,2,Vila Matilde
260000,52,2,2,1,Vila Matilde
275000,51,2,2,1,Vila Matilde
590000,100,3,3,2,Vila Matilde
249000,49,2,2,1,Vila Matilde
329000,63,3,2,1,Vila Matilde
177000,38,1,2,1,Vila Matilde
317000,51,2,2,1,Vila Matilde
480000,79,3,2,2,Vila Matilde
374900,51,2,2,1,Vila Prudente
290000,70,3,2,1,Vila Prudente
400000,64,2,2,1,Vila Prudente
249000,48,2,2,1,Vila Prudente
244900,49,2,2,1,Vila Prudente
350000,64,3,2,1,Vila Prudente
229000,42,2,2,1,Vila Prudente
221000,56,2,2,1,Vila Prudente
295000,49,2,2,1,Vila Prudente
240000,34,1,2,1,Vila Prudente
305000,53,2,2,1,Vila Prudente
219000,41,2,2,1,Vila Prudente
665000,152,4,2,3,Vila Prudente
235000,42,2,2,1,Vila Prudente
360000,55,2,2,1,Vila Prudente
333000,52,2,2,1,Vila Prudente
235000,34,1,2,1,Vila Prudente
300000,48,2,2,1,Vila Prudente
725000,93,3,3,2,Vila Prudente
286000,51,2,1,1,Vila Prudente
375000,66,3,2,1,Vila Prudente
280000,52,2,2,1,Vila Prudente
370000,47,2,2,1,Vila Prudente
199000,40,2,2,1,Vila Prudente
400000,55,2,2,1,Vila Prudente
330000,65,3,2,1,Vila Prudente
350000,65,2,2,1,Vila Prudente
628000,74,3,3,2,Vila Prudente
250000,56,2,2,1,Vila Prudente
367000,56,2,2,1,Vila Prudente
183900,41,2,2,1,Cambuci
184900,41,2,1,1,Cambuci
316387,49,2,2,1,Cambuci
370000,74,2,2,1,Cambuci
189000,37,2,2,1,Cambuci
529000,63,2,2,1,Cambuci
400000,53,2,2,1,Cambuci
490000,89,2,2,1,Cambuci
694000,79,3,2,2,Cambuci
229000,45,2,2,1,Cambuci
219000,45,2,2,1,Cambuci
229000,45,2,2,1,Cambuci
330000,63,2,2,1,Cambuci
316387,46,2,2,1,Cambuci
183900,41,2,2,1,Cambuci
189900,40,2,2,1,Cambuci
650000,144,3,4,1,Cambuci
240000,45,2,2,1,Cambuci
183550,40,2,2,1,Cambuci
366700,51,1,2,1,Cambuci
250000,40,1,2,1,Cambuci
193900,42,2,2,1,Cambuci
420000,63,3,2,2,Cambuci
409000,54,2,2,1,Cambuci
835000,103,2,4,1,Cambuci
470000,59,2,2,1,Cambuci
229000,45,2,2,1,Cambuci
381700,71,3,3,2,Cambuci
360000,64,2,2,1,Cambuci
200000,43,1,2,1,Cambuci
183900,41,2,2,1,Cambuci
470000,38,1,2,1,Cambuci
240000,40,1,2,1,Cambuci
207040,41,2,2,1,Cambuci
890000,91,3,2,2,Cambuci
750000,86,2,2,2,Cambuci
320000,61,2,2,1,Cambuci
196900,41,2,2,1,Cambuci
460000,63,2,2,1,Cambuci
390000,52,2,2,1,Cambuci
300000,48,2,2,1,Cambuci
524900,71,2,2,1,Cambuci
972611,70,3,2,1,Cambuci
237000,34,2,2,1,Cambuci
639999,68,2,2,2,Cambuci
490000,89,2,2,1,Cambuci
376222,59,2,2,1,Cambuci
798000,73,2,2,2,Cambuci
700000,91,3,3,2,Cambuci
910000,135,3,3,1,Campo Belo
720000,70,2,2,2,Campo Belo
745000,70,2,2,2,Campo Belo
1500000,148,3,4,3,Campo Belo
692000,60,2,2,1,Campo Belo
900000,109,3,4,2,Campo Belo
760000,70,2,2,2,Campo Belo
1150800,147,4,3,2,Campo Belo
1230000,117,3,4,2,Campo Belo
430000,53,2,2,2,Campo Belo
550000,35,1,2,1,Campo Belo
1100000,130,3,3,2,Campo Belo
1050000,128,3,4,1,Campo Belo
377000,37,1,2,1,Campo Belo
1070000,60,1,2,2,Campo Belo
3750000,274,3,2,4,Campo Belo
1080000,89,2,3,2,Campo Belo
2500000,227,4,6,4,Campo Belo
360100,61,3,2,1,Campo Belo
3800000,310,4,6,4,Campo Belo
965000,123,3,2,2,Campo Belo
3059657,220,4,5,4,Campo Belo
757000,70,2,2,2,Campo Belo
2650000,223,3,4,4,Campo Belo
2540000,220,3,5,4,Campo Belo
1850000,154,3,5,3,Campo Belo
800000,71,2,2,2,Campo Belo
960000,120,3,4,2,Campo Belo
1150780,100,3,3,2,Campo Belo
1350000,118,3,5,2,Campo Belo
155000,30,1,2,1,Campo Grande
340000,60,2,2,1,Campo Grande
1380000,163,3,5,3,Campo Grande
350000,58,2,2,1,Campo Grande
530000,61,2,2,1,Campo Grande
410000,60,3,2,1,Campo Grande
369000,95,2,2,1,Campo Grande
230000,50,2,2,1,Campo Grande
310000,45,2,2,1,Campo Grande
350000,76,2,2,1,Campo Grande
279990,50,2,2,1,Campo Grande
325000,64,3,2,1,Campo Grande
290000,52,2,2,1,Campo Grande
490000,60,2,2,2,Campo Grande
360000,60,2,2,1,Campo Grande
365000,55,2,2,1,Campo Grande
320000,50,2,2,1,Campo Grande
399000,61,2,2,1,Campo Grande
310000,75,3,2,1,Campo Grande
575000,78,2,2,2,Campo Grande
286000,49,2,2,1,Campo Grande
295000,52,2,2,1,Campo Grande
530000,87,3,3,1,Campo Grande
296000,50,2,2,1,Campo Grande
399000,79,2,2,1,Campo Grande
264990,50,2,2,1,Campo Grande
390000,67,3,2,1,Campo Grande
510000,77,2,2,2,Campo Grande
425000,72,3,2,2,Campo Grande
300000,49,2,2,1,Campo Grande
240000,50,2,2,1,Campo Limpo
229000,48,2,2,1,Campo Limpo
215000,51,2,2,1,Campo Limpo
250000,50,2,2,1,Campo Limpo
650000,104,2,3,2,Campo Limpo
315000,67,3,2,1,Campo Limpo
380000,92,3,2,1,Campo Limpo
250000,55,2,2,1,Campo Limpo
149000,40,2,2,1,Campo Limpo
226000,62,2,2,1,Campo Limpo
220000,47,2,2,1,Campo Limpo
214000,53,2,2,1,Campo Limpo
210000,42,2,2,1,Campo Limpo
199900,40,2,2,1,Campo Limpo
245000,54,2,2,1,Campo Limpo
340000,51,2,2,1,Campo Limpo
290000,58,3,2,1,Campo Limpo
199000,40,2,2,1,Campo Limpo
260000,52,2,2,1,Campo Limpo
260000,48,2,2,1,Campo Limpo
580000,98,3,3,1,Campo Limpo
320000,65,3,2,1,Campo Limpo
290000,68,3,2,1,Campo Limpo
222000,51,2,2,1,Campo Limpo
270000,52,2,2,1,Campo Limpo
260000,55,2,2,1,Capão Redondo
150290,40,2,1,1,Capão Redondo
165000,52,2,2,1,Capão Redondo
209500,49,2,2,1,Capão Redondo
260000,56,2,2,1,Capão Redondo
235000,35,1,2,1,Capão Redondo
265000,57,2,2,1,Capão Redondo
178000,50,2,2,1,Capão Redondo
170000,42,2,2,1,Capão Redondo
230000,49,2,2,1,Capão Redondo
210000,50,2,2,1,Capão Redondo
217000,43,2,1,1,Capão Redondo
275000,68,3,2,1,Capão Redondo
235000,49,2,2,1,Capão Redondo
190000,49,2,2,1,Capão Redondo
230000,62,2,2,1,Capão Redondo
215000,54,2,2,1,Capão Redondo
550000,180,3,4,2,Capão Redondo
163447,43,2,1,1,Capão Redondo
440000,136,3,2,1,Capão Redondo
195000,45,2,2,1,Capão Redondo
202814,43,2,1,1,Capão Redondo
190000,39,2,2,1,Capão Redondo
270000,60,3,2,1,Capão Redondo
205000,48,2,2,1,Capão Redondo
275000,60,2,2,1,Cidade Ademar
295000,60,2,2,1,Cidade Ademar
299000,68,3,2,1,Cidade Ademar
277000,64,2,2,1,Cidade Ademar
450000,66,3,2,2,Cidade Ademar
303000,48,2,2,1,Cidade Ademar
279000,65,2,2,1,Cidade Ademar
290000,65,3,2,1,Cidade Ademar
213000,46,2,2,1,Cidade Ademar
310000,70,2,2,2,Cidade Ademar
350000,69,3,2,1,Cidade Ademar
330000,65,3,2,1,Cidade Ademar
330000,64,3,2,1,Cidade Ademar
300000,55,2,2,1,Cidade Ademar
305000,60,2,2,1,Cidade Ademar
330000,62,2,2,1,Cidade Ademar
320000,65,3,2,1,Cidade Ademar
310000,65,3,2,1,Cidade Ademar
370000,67,3,2,1,Cidade Ademar
310000,65,2,2,1,Cidade Ademar
300000,62,2,2,1,Cidade Ademar
280000,55,2,2,1,Cidade Ademar
440000,70,2,2,1,Cidade Ademar
700000,146,4,2,2,Cidade Ademar
460000,66,3,2,2,Cidade Ademar
250000,61,2,2,1,Cidade Ademar
880000,180,4,4,2,Cidade Dutra
250000,72,3,2,1,Cidade Dutra
750000,180,4,4,2,Cidade Dutra
260000,64,3,2,1,Cidade Dutra
260000,56,3,2,1,Cidade Dutra
850000,182,3,4,2,Cidade Dutra
830000,180,4,4,1,Cidade Dutra
920000,180,3,3,2,Cidade Dutra
780000,180,4,4,1,Cidade Dutra
730000,180,4,5,2,Cidade Dutra
600000,180,3,1,2,Cidade Dutra
800000,181,3,5,2,Cidade Dutra
335000,55,2,2,1,Cidade Dutra
285000,56,2,2,1,Cidade Dutra
265000,49,2,2,1,Cidade Dutra
850000,180,4,5,3,Cidade Dutra
635000,180,3,5,2,Cidade Dutra
850000,160,4,5,2,Cidade Dutra
800000,185,4,6,2,Cidade Dutra
700000,181,4,6,2,Cidade Dutra
245000,50,2,2,1,Cidade Dutra
285000,63,2,2,1,Cidade Dutra
880000,185,4,4,2,Cidade Dutra
380000,80,2,2,2,Cidade Dutra
350000,55,2,2,1,Cidade Dutra
265000,52,2,2,1,Cidade Dutra
358000,55,2,2,1,Cidade Dutra
365000,53,2,2,2,Cursino
169000,41,2,2,1,Cursino
377000,53,2,2,2,Cursino
168000,41,2,2,1,Cursino
240000,72,3,2,1,Cursino
585000,62,2,2,1,Cursino
690000,82,3,2,2,Cursino
219000,49,2,2,1,Cursino
580000,85,3,2,2,Cursino
299990,53,2,2,1,Cursino
380000,56,2,2,1,Cursino
850000,101,3,4,2,Cursino
219000,49,2,2,1,Cursino
370000,58,2,2,1,Cursino
700000,81,3,2,1,Cursino
1050000,93,3,2,3,Cursino
700000,68,2,2,1,Cursino
265000,62,3,2,1,Cursino
660000,89,3,2,2,Cursino
689000,80,3,2,2,Cursino
545000,72,3,3,1,Cursino
535000,67,2,2,1,Cursino
188000,41,2,2,1,Cursino
735000,86,2,2,2,Cursino
500000,69,2,2,1,Cursino
780000,100,3,2,2,Cursino
550000,70,2,2,2,Cursino
180000,50,2,2,1,Grajaú
250000,62,2,2,1,Grajaú
190000,58,2,2,1,Grajaú
139000,35,2,2,1,Grajaú
190000,60,2,2,1,Grajaú
170000,53,3,2,1,Grajaú
260000,56,2,2,1,Grajaú
170000,56,3,2,1,Grajaú
215000,58,2,2,1,Grajaú
240000,50,2,2,1,Grajaú
139000,50,2,2,1,Grajaú
145000,50,2,2,1,Grajaú
250000,50,2,2,1,Grajaú
280000,57,2,2,1,Grajaú
190000,47,2,2,1,Grajaú
260000,55,3,2,1,Grajaú
285000,58,2,2,1,Grajaú
250000,70,3,2,1,Grajaú
250000,48,2,2,1,Grajaú
170000,39,2,2,1,Grajaú
200000,57,2,2,1,Grajaú
280000,73,3,2,1,Grajaú
196000,45,2,2,1,Grajaú
190000,47,1,2,1,Grajaú
235000,58,2,2,1,Grajaú
260000,62,2,2,1,Grajaú
225000,54,2,2,1,Grajaú
285000,56,2,2,1,Grajaú
560000,72,3,2,1,Ipiranga
994000,108,3,3,2,Ipiranga
1830000,170,4,4,3,Ipiranga
735000,70,2,2,1,Ipiranga
980000,130,3,4,2,Ipiranga
700000,127,3,3,1,Ipiranga
585000,100,3,4,2,Ipiranga
535000,67,2,2,1,Ipiranga
850000,126,4,5,2,Ipiranga
679900,85,3,2,2,Ipiranga
1472000,160,4,5,2,Ipiranga
623092,70,3,2,1,Ipiranga
1149900,128,3,4,2,Ipiranga
600000,72,2,2,1,Ipiranga
550000,80,3,2,2,Ipiranga
1177000,106,3,3,2,Ipiranga
600000,74,3,2,2,Ipiranga
392000,54,2,2,1,Ipiranga
1245000,133,3,4,2,Ipiranga
450000,110,3,2,2,Ipiranga
679900,80,3,2,2,Ipiranga
623092,70,1,2,1,Ipiranga
585000,70,2,2,1,Ipiranga
1020000,115,3,2,2,Ipiranga
580000,70,2,2,2,Ipiranga
718000,74,2,3,1,Ipiranga
1000000,150,3,4,3,Ipiranga
550000,72,3,2,1,Ipiranga
840000,75,1,2,1,Itaim Bibi
1480000,125,3,3,2,Itaim Bibi
1340000,81,2,3,2,Itaim Bibi
3200000,151,2,3,3,Itaim Bibi
1200000,96,2,2,1,Itaim Bibi
2080000,91,1,2,2,Itaim Bibi
8000000,269,4,5,4,Itaim Bibi
1900000,187,3,4,2,Itaim Bibi
1020000,107,3,3,1,Itaim Bibi
3250000,190,4,5,3,Itaim Bibi
1380000,145,3,3,1,Itaim Bibi
1447021,95,2,3,2,Itaim Bibi
1490000,120,4,3,2,Itaim Bibi
1860000,144,2,3,2,Itaim Bibi
1150000,110,3,3,1,Itaim Bibi
2048880,85,1,2,2,Itaim Bibi
3600000,185,3,5,3,Itaim Bibi
1250000,140,3,3,1,Itaim Bibi
1400000,100,2,4,1,Itaim Bibi
1200000,96,2,2,1,Itaim Bibi
585000,45,1,2,1,Itaim Bibi
1380000,105,1,2,2,Itaim Bibi
1049000,98,2,2,1,Itaim Bibi
1210000,48,1,2,1,Itaim Bibi
1300000,140,3,2,1,Itaim Bibi
1050000,70,1,2,2,Itaim Bibi
3850000,200,2,4,3,Itaim Bibi
1200000,140,3,3,1,Itaim Bibi
470000,62,2,2,1,Jabaquara
157900,41,2,1,1,Jabaquara
375000,63,2,2,1,Jabaquara
570000,88,3,2,2,Jabaquara
565000,91,3,2,2,Jabaquara
1190000,128,3,3,3,Jabaquara
420000,68,2,2,2,Jabaquara
348000,54,2,2,1,Jabaquara
157900,41,2,1,2,Jabaquara
450000,55,2,2,1,Jabaquara
286000,55,2,2,1,Jabaquara
576000,88,3,2,2,Jabaquara
650000,116,2,2,2,Jabaquara
400000,67,2,2,1,Jabaquara
424000,68,2,2,1,Jabaquara
580000,88,3,2,2,Jabaquara
450000,71,2,2,1,Jabaquara
460000,67,2,2,1,Jabaquara
560000,68,2,2,2,Jabaquara
360000,65,3,2,1,Jabaquara
260000,54,2,2,1,Jabaquara
398000,63,2,2,1,Jabaquara
300000,50,2,2,1,Jabaquara
480000,68,1,2,1,Jabaquara
387900,64,3,2,1,Jabaquara
280000,48,2,2,1,Jabaquara
380000,70,2,2,1,Jabaquara
729775,49,2,2,1,Jabaquara
380000,56,2,2,1,Jabaquara
465000,58,2,2,1,Jabaquara
500000,71,2,2,1,Jabaquara
175000,44,2,2,1,Jardim Ângela
320000,60,3,2,1,Jardim Ângela
260000,64,3,2,1,Jardim Ângela
370000,60,3,2,1,Jardim Ângela
240000,48,2,2,1,Jardim Ângela
325000,60,3,2,1,Jardim Ângela
245000,48,2,2,1,Jardim Ângela
316500,60,3,2,1,Jardim Ângela
190000,43,2,2,1,Jardim Ângela
215000,43,2,2,1,Jardim Ângela
200000,47,2,2,1,Jardim Ângela
202000,44,2,2,1,Jardim Ângela
315000,59,3,2,1,Jardim Ângela
335000,60,2,2,1,Jardim Ângela
284000,65,3,2,1,Jardim Ângela
225000,50,2,2,1,Jardim Ângela
280000,45,2,2,1,Jardim Ângela
328000,60,2,2,1,Jardim Ângela
265000,47,2,2,1,Jardim Ângela
371000,60,2,2,1,Jardim Ângela
334000,60,3,2,1,Jardim Ângela
222000,45,2,2,1,Jardim Ângela
262000,46,2,2,1,Jardim Ângela
280000,64,3,2,1,Jardim Ângela
225000,48,2,2,1,Jardim Ângela
300000,64,3,2,1,Jardim Ângela
205000,43,2,2,1,Jardim Ângela
220000,45,2,2,1,Jardim Ângela
265000,48,2,2,1,Jardim Ângela
220000,49,2,2,1,Jardim Ângela
1290000,100,3,4,1,Jardim Paulista
1080000,124,3,3,1,Jardim Paulista
1980000,168,4,4,2,Jardim Paulista
1190000,81,2,3,1,Jardim Paulista
2950000,239,3,3,2,Jardim Paulista
350000,42,1,2,1,Jardim Paulista
2100000,168,4,4,1,Jardim Paulista
950000,108,3,3,1,Jardim Paulista
924000,55,2,3,1,Jardim Paulista
1179000,101,2,4,1,Jardim Paulista
1399000,120,3,2,1,Jardim Paulista
1000000,130,3,2,1,Jardim Paulista
400000,31,1,2,1,Jardim Paulista
2890000,240,4,4,4,Jardim Paulista
8500000,420,4,6,4,Jardim Paulista
1800000,210,3,4,2,Jardim Paulista
980000,140,3,2,1,Jardim Paulista
410000,34,1,2,1,Jardim Paulista
900000,65,2,1,1,Jardim Paulista
1300000,138,3,3,1,Jardim Paulista
900000,60,2,2,2,Jardim Paulista
1940000,226,3,4,2,Jardim Paulista
1400000,168,3,4,2,Jardim Paulista
1600000,115,3,3,2,Jardim Paulista
2600000,187,3,5,2,Jardim Paulista
760000,45,1,2,1,Jardim Paulista
500000,133,3,2,1,Jardim São Luis
215000,52,2,2,1,Jardim São Luis
225000,54,2,2,1,Jardim São Luis
235000,53,2,2,1,Jardim São Luis
235000,54,2,2,1,Jardim São Luis
190000,52,2,2,1,Jardim São Luis
250000,57,2,2,1,Jardim São Luis
250000,55,2,2,1,Jardim São Luis
220000,50,2,2,1,Jardim São Luis
243000,58,2,2,1,Jardim São Luis
240000,52,2,2,1,Jardim São Luis
290000,73,3,2,1,Jardim São Luis
200000,52,2,2,1,Jardim São Luis
645000,162,3,3,2,Jardim São Luis
215000,52,2,2,1,Jardim São Luis
250000,58,2,2,1,Jardim São Luis
265000,54,2,2,1,Jardim São Luis
220000,52,2,2,1,Jardim São Luis
246000,56,2,2,1,Jardim São Luis
300000,70,3,2,1,Jardim São Luis
230000,53,2,2,1,Jardim São Luis
215000,54,2,2,1,Jardim São Luis
290000,54,2,2,1,Jardim São Luis
320000,65,3,2,1,Jardim São Luis
230000,54,2,2,1,Jardim São Luis
230000,48,2,2,1,Jardim São Luis
229000,54,2,2,1,Jardim São Luis
220000,54,2,2,1,Jardim São Luis
240000,54,2,2,1,Jardim São Luis
275000,54,2,2,1,Jardim São Luis
233000,54,2,2,1,Jardim São Luis
248000,55,2,2,1,Jardim São Luis
247000,55,2,2,1,Jardim São Luis
610000,125,3,3,2,Jardim São Luis
1450000,160,2,3,1,Moema
945000,72,1,2,2,Moema
1000000,150,4,3,2,Moema
600000,75,2,2,1,Moema
1600000,217,4,5,3,Moema
850000,70,2,2,2,Moema
1250000,115,3,3,2,Moema
999000,71,2,2,1,Moema
1590000,170,5,5,2,Moema
3000000,182,4,4,4,Moema
910000,99,2,4,2,Moema
2890000,172,3,5,3,Moema
1550000,140,4,5,2,Moema
470000,40,1,2,1,Moema
1835500,148,3,4,2,Moema
1100000,71,2,2,1,Moema
580000,70,2,2,1,Moema
890000,120,3,4,1,Moema
2970000,182,4,4,4,Moema
1360000,120,2,3,2,Moema
1890000,127,3,3,2,Moema
550000,57,2,2,1,Moema
683000,62,2,2,1,Moema
1740000,170,3,4,2,Moema
580000,60,2,2,1,Moema
543000,57,2,2,1,Moema
1650000,135,3,4,2,Moema
1200000,126,3,2,1,Moema
400000,72,3,2,2,Morumbi
1500000,237,4,5,4,Morumbi
622112,92,3,3,2,Morumbi
665800,125,4,3,2,Morumbi
1190000,238,4,7,4,Morumbi
500000,130,3,4,3,Morumbi
625000,110,3,2,2,Morumbi
800000,160,3,5,3,Morumbi
397000,69,2,2,2,Morumbi
590000,85,2,3,1,Morumbi
263000,48,1,2,2,Morumbi
540009,92,3,2,2,Morumbi
666000,126,4,4,2,Morumbi
1500000,220,4,4,4,Morumbi
310900,66,3,2,2,Morumbi
435000,70,2,2,1,Morumbi
467000,80,3,2,1,Morumbi
309900,66,2,2,2,Morumbi
830000,140,2,3,2,Morumbi
295000,50,2,2,1,Morumbi
490000,66,2,2,2,Morumbi
360000,75,3,3,2,Morumbi
635000,130,2,2,2,Morumbi
567600,67,3,1,1,Morumbi
247800,54,2,2,1,Morumbi
298000,70,2,2,1,Morumbi
650000,130,3,3,2,Morumbi
280000,49,2,2,1,Pedreira
290000,50,2,2,1,Pedreira
280000,51,2,2,1,Pedreira
270000,54,2,2,1,Pedreira
250000,57,2,2,1,Pedreira
215000,50,2,2,1,Pedreira
278000,69,2,2,1,Pedreira
243000,56,2,2,1,Pedreira
205000,44,1,2,1,Pedreira
240000,48,2,2,1,Pedreira
238500,47,2,2,1,Pedreira
270000,51,2,2,1,Pedreira
250000,58,2,2,1,Pedreira
300000,46,2,2,1,Pedreira
220000,59,2,2,1,Pedreira
250000,65,2,2,1,Pedreira
265000,48,2,2,1,Pedreira
270000,70,2,2,1,Pedreira
295000,61,2,2,1,Pedreira
320000,74,2,2,1,Pedreira
225000,50,2,2,1,Pedreira
265000,70,2,2,1,Pedreira
295000,65,2,2,1,Pedreira
466000,73,2,2,1,Pedreira
350000,58,2,2,1,Pedreira
278000,60,2,2,1,Pedreira
265000,49,2,2,1,Pedreira
280000,50,2,2,1,Pedreira
280000,52,2,2,1,Pedreira
180000,35,1,2,1,Sacomã
351000,61,2,2,1,Sacomã
326134,61,2,2,1,Sacomã
361150,64,2,2,1,Sacomã
313296,61,2,2,1,Sacomã
362000,64,2,2,1,Sacomã
326000,61,2,2,1,Sacomã
313296,61,2,2,1,Sacomã
430000,60,2,2,1,Sacomã
418000,67,2,2,1,Sacomã
367500,62,2,2,1,Sacomã
180000,38,1,2,1,Sacomã
188000,40,2,2,1,Sacomã
399900,44,2,2,1,Sacomã
152000,32,2,2,1,Sacomã
219000,49,2,2,1,Sacomã
585000,100,3,3,1,Sacomã
361150,64,2,2,1,Sacomã
458545,74,3,2,2,Sacomã
290000,48,2,2,1,Sacomã
326000,61,2,2,1,Sacomã
361114,64,2,2,1,Sacomã
458545,74,3,2,2,Sacomã
249000,54,2,2,1,Sacomã
850000,84,3,2,2,Sacomã
415000,65,2,2,1,Sacomã
242629,60,2,2,1,Sacomã
380000,71,2,2,1,Santo Amaro
795000,69,2,2,1,Santo Amaro
720000,83,3,2,2,Santo Amaro
338000,53,2,2,1,Santo Amaro
395000,72,3,2,2,Santo Amaro
570000,82,3,2,1,Santo Amaro
380000,71,3,2,1,Santo Amaro
674000,92,3,2,2,Santo Amaro
541000,67,2,2,2,Santo Amaro
335000,53,2,2,1,Santo Amaro
199000,43,2,2,1,Santo Amaro
624900,92,3,3,2,Santo Amaro
618657,83,3,2,2,Santo Amaro
630000,92,3,3,2,Santo Amaro
1850000,189,4,3,3,Santo Amaro
1242198,113,3,3,2,Santo Amaro
1080000,124,3,4,2,Santo Amaro
400000,71,3,2,1,Santo Amaro
570000,100,2,2,1,Santo Amaro
380000,71,3,2,1,Santo Amaro
1200000,160,3,5,2,Santo Amaro
2600000,250,4,6,4,Santo Amaro
1950000,237,4,4,3,Santo Amaro
1250000,117,3,3,2,Santo Amaro
881000,74,1,2,1,Santo Amaro
705000,65,2,2,1,Santo Amaro
380000,71,3,2,1,Santo Amaro
1869000,181,3,5,3,Santo Amaro
619990,83,3,2,1,Santo Amaro
1878980,181,4,5,3,Santo Amaro
1257575,113,2,3,2,Santo Amaro
970000,130,3,5,2,Santo Amaro
673000,92,3,3,2,Santo Amaro
729000,83,3,2,2,Santo Amaro
1680000,208,4,6,4,Santo Amaro
490000,65,2,2,1,Santo Amaro
680000,87,3,3,2,Santo Amaro
950000,130,3,5,2,Santo Amaro
199000,45,2,2,1,Santo Amaro
240000,43,2,2,1,Santo Amaro
389900,35,1,2,1,Santo Amaro
337310,54,2,2,1,Santo Amaro
334000,53,2,2,1,Santo Amaro
2449400,250,4,5,4,Santo Amaro
699000,83,3,2,2,Santo Amaro
1849430,189,4,5,4,Santo Amaro
1190000,177,3,3,2,Santo Amaro
673000,92,3,3,2,Santo Amaro
729315,83,3,2,2,Santo Amaro
515000,105,2,2,1,Santo Amaro
720000,100,3,3,2,Santo Amaro
592077,68,2,2,2,Santo Amaro
790000,100,3,3,2,Santo Amaro
613000,61,2,2,2,Saúde
410000,70,2,3,2,Saúde
501400,51,2,2,1,Saúde
574000,61,2,2,2,Saúde
595000,76,3,2,1,Saúde
605996,64,2,2,1,Saúde
430000,70,2,2,2,Saúde
579001,65,2,2,1,Saúde
615000,72,2,2,2,Saúde
459000,70,2,2,1,Saúde
610000,65,2,2,2,Saúde
720000,89,3,2,2,Saúde
599000,65,2,2,1,Saúde
815001,83,3,3,2,Saúde
739000,72,2,2,2,Saúde
263000,63,2,2,1,Saúde
398990,63,2,2,1,Saúde
398850,63,2,2,1,Saúde
750000,64,2,2,2,Saúde
1060000,103,4,4,3,Saúde
199000,41,2,2,1,Saúde
620000,72,2,2,2,Saúde
659070,58,2,2,1,Saúde
549000,60,2,2,1,Saúde
690000,80,3,2,1,Saúde
540000,84,3,3,2,Saúde
360000,55,2,2,1,Saúde
475000,50,2,2,1,Saúde
399000,63,2,2,1,Saúde
680000,70,2,2,2,Saúde
450000,73,3,2,1,Socorro
285000,48,2,2,1,Socorro
320000,51,2,2,1,Socorro
320000,55,2,2,1,Socorro
350000,50,2,2,1,Socorro
330000,50,2,2,1,Socorro
320000,50,2,2,1,Socorro
540000,67,2,2,1,Socorro
287000,55,2,2,1,Socorro
465000,67,2,2,1,Socorro
320000,55,2,2,1,Socorro
530000,66,2,2,1,Socorro
250000,56,2,2,1,Socorro
330000,63,2,2,1,Socorro
955000,210,3,4,1,Socorro
349800,75,3,4,1,Socorro
251200,65,3,2,1,Socorro
730000,110,4,2,2,Socorro
300000,65,2,2,1,Socorro
250000,50,2,2,1,Socorro
320000,48,2,2,1,Socorro
318000,47,2,2,1,Socorro
320000,56,2,2,1,Socorro
137481,51,2,2,1,Socorro
98815,51,2,2,1,Socorro
320000,48,2,2,1,Socorro
395000,65,2,2,1,Socorro
462000,67,2,2,1,Socorro
474000,67,2,2,1,Socorro
258000,50,2,2,1,Socorro
399900,77,3,2,2,Vila Andrade
700000,102,3,3,2,Vila Andrade
354000,59,2,2,2,Vila Andrade
237100,47,2,2,1,Vila Andrade
545000,83,2,2,2,Vila Andrade
349900,58,2,2,1,Vila Andrade
397000,69,2,2,2,Vila Andrade
1800000,280,4,6,4,Vila Andrade
740000,95,2,3,2,Vila Andrade
238000,38,1,2,1,Vila Andrade
200000,42,2,2,1,Vila Andrade
260000,47,2,2,1,Vila Andrade
302000,66,3,2,2,Vila Andrade
302000,66,3,2,2,Vila Andrade
890000,124,3,4,3,Vila Andrade
583800,84,3,2,2,Vila Andrade
259900,47,2,2,1,Vila Andrade
530900,92,3,2,3,Vila Andrade
680000,108,3,2,2,Vila Andrade
930000,138,3,4,2,Vila Andrade
308000,66,3,2,2,Vila Andrade
430000,62,2,2,2,Vila Andrade
475000,72,2,2,2,Vila Andrade
609000,96,3,3,2,Vila Andrade
415000,66,2,3,1,Vila Andrade
302000,66,3,2,2,Vila Andrade
399900,67,2,2,5,Vila Andrade
370000,70,3,2,2,Vila Andrade
394000,67,2,2,1,Vila Andrade
777000,105,3,2,1,Vila Mariana
3517000,294,4,6,4,Vila Mariana
470000,60,2,2,1,Vila Mariana
930000,99,4,2,2,Vila Mariana
695000,101,3,3,1,Vila Mariana
281000,32,1,2,1,Vila Mariana
577000,50,1,2,1,Vila Mariana
4182000,267,4,5,4,Vila Mariana
2199000,200,4,4,3,Vila Mariana
1800000,160,3,3,2,Vila Mariana
750000,105,3,3,1,Vila Mariana
820000,70,2,2,2,Vila Mariana
850000,85,1,2,2,Vila Mariana
1800000,163,3,4,4,Vila Mariana
802800,72,2,3,1,Vila Mariana
359900,33,1,2,1,Vila Mariana
500000,67,2,2,1,Vila Mariana
840000,91,3,4,2,Vila Mariana
650000,78,2,2,1,Vila Mariana
800000,82,3,2,2,Vila Mariana
705000,90,3,3,1,Vila Mariana
760000,68,3,2,2,Vila Mariana
